PROCEDIMENTO,"RN (alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
CARNITINA TOTAL E FRACOES - PESQUISA E/OU DOSAGEM,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CARNITINA - PESQUISA E/OU DOSAGEM,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CAROTENO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CATECOLAMINAS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CERULOPLASMINA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CLEARANCE DE ACIDO URICO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CLEARANCE DE CREATININA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CLEARANCE DE FOSFATO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CLEARANCE DE UREIA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CLORO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
COBRE,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
COLESTEROL (HDL),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
COLESTEROL (LDL),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
COLESTEROL (VLDL),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
COLESTEROL TOTAL,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CREATINA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CREATININA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CREATINO FOSFOQUINASE,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CREATINO FOSFOQUINASE - CK MASSA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CREATINO FOSFOQUINASE - FRACAO MB,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CREATINO FOSFOQUINASE - FRACAO MB - ATIVIDADE,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CURVA GLICEMICA (4 DOSAGENS) VIA ORAL OU ENDOVENOSA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DESIDROGENASE ALFA-HIDROXIBUTIRICA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DESIDROGENASE GLUTAMICA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DESIDROGENASE LACTICA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DESIDROGENASE LACTICA - ISOENZIMAS FRACIONADAS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RAZAO DO TESTE sFlt/PLGF (COM DIRETRIZ DE UTILIZACAO),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,139.0,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE ANTIMICROBIANOS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE ANTICONVULSIVANTES,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE ANTIDEPRESSIVOS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE BARBITURICOS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"BARBITURATOS, PESQUISA E/OU DOSAGEM NA URINA",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE BENZODIAZEPINICOS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE DIGITALICOS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE IMUNOSSUPRESSORES,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE ANTIARRITMICOS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE TEOFILINA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ELETROFORESE DE GLICOPROTEINAS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ELETROFORESE DE LIPOPROTEINAS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ELETROFORESE DE PROTEINAS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ELETROFORESE DE PROTEINAS DE ALTA RESOLUCAO (COM DIRETRIZ DE UTILIZACAO),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,PAC,22.0,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ENOLASE NEURONIO-ESPECIFICA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ETOSUXIMIDA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"FENILALANINA, DOSAGEM",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FERRITINA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FERRO SERICO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FOSFATASE ACIDA FRACAO PROSTATICA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FOSFATASE ACIDA TOTAL,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FOSFATASE ALCALINA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FOSFATASE ALCALINA COM FRACIONAMENTO DE ISOENZIMAS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FOSFATASE ALCALINA FRACAO OSSEA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FOSFATASE ALCALINA TERMO-ESTAVEL,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FOSFORO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"FOSFORO, PROVA DE REABSORCAO TUBULAR",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FRUTOSAMINAS (PROTEINAS GLICOSILADAS),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FRUTOSE,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
GALACTOSE,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
GALACTOSE-1-FOSFATO URIDILTRANSFERASE (COM DIRETRIZ DE UTILIZACAO),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,PAC,26.0,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
GAMA-GLUTAMIL TRANSFERASE,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"GASOMETRIA (PH, PCO2, TCO2, PO2, SAT O2, HCO3, EXCESSO DE BASE)",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
GLICEMIA APOS SOBRECARGA COM GLICOSE,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
GLICOSE,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
GLICOSE-6-FOSFATO DESIDROGENASE (G6PD),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
GLOBULINA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
HAPTOGLOBINA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
HEMOGLOBINA GLICOSILADA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
HEMOGLOBINA PLASMATICA LIVRE,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"HEXOSAMINIDASE A, DOSAGEM",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,"BIOQUIMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
